id,category,subcategory,input,expected_eac,focus,register,confidence,status,notes,tags
EAC-GC-0239,modifier,systematic_adverb,You run yesterday.,you.run(adverb=yesterday),adverb attachment,standard,high,golden,,generated|modifier
EAC-GC-0240,modifier,systematic_adverb,You run outside.,you.run(adverb=outside),adverb attachment,standard,high,golden,,generated|modifier
EAC-GC-0241,modifier,systematic_adverb,You run alone.,you.run(adverb=alone),adverb attachment,standard,high,golden,,generated|modifier
EAC-GC-0242,modifier,systematic_adverb,He run quickly.,he.run(adverb=quickly),adverb attachment,standard,high,golden,,generated|modifier
EAC-GC-0243,modifier,systematic_adverb,He run slowly.,he.run(adverb=slowly),adverb attachment,standard,high,golden,,generated|modifier
EAC-GC-0244,modifier,systematic_adverb,He run carefully.,he.run(adverb=carefully),adverb attachment,standard,high,golden,,generated|modifier
EAC-GC-0245,modifier,systematic_adverb,He run often.,he.run(adverb=often),adverb attachment,standard,high,golden,,generated|modifier
EAC-GC-0246,modifier,systematic_adverb,He run always.,he.run(adverb=always),adverb attachment,standard,high,golden,,generated|modifier
EAC-GC-0247,modifier,systematic_adverb,He run sometimes.,he.run(adverb=sometimes),adverb attachment,standard,high,golden,,generated|modifier
EAC-GC-0248,modifier,systematic_adverb,He run today.,he.run(adverb=today),adverb attachment,standard,high,golden,,generated|modifier
EAC-GC-0249,modifier,systematic_adverb,He run yesterday.,he.run(adverb=yesterday),adverb attachment,standard,high,golden,,generated|modifier
EAC-GC-0250,modifier,systematic_adverb,He run outside.,he.run(adverb=outside),adverb attachment,standard,high,golden,,generated|modifier
EAC-GC-0251,modifier,systematic_adverb,He run alone.,he.run(adverb=alone),adverb attachment,standard,high,golden,,generated|modifier
EAC-GC-0252,modifier,systematic_adverb,She run quickly.,she.run(adverb=quickly),adverb attachment,standard,high,golden,,generated|modifier
EAC-GC-0253,modifier,systematic_adverb,She run slowly.,she.run(adverb=slowly),adverb attachment,standard,high,golden,,generated|modifier
EAC-GC-0254,modifier,systematic_adverb,She run carefully.,she.run(adverb=carefully),adverb attachment,standard,high,golden,,generated|modifier
EAC-GC-0255,modifier,systematic_adverb,She run often.,she.run(adverb=often),adverb attachment,standard,high,golden,,generated|modifier
EAC-GC-0256,modifier,systematic_adverb,She run always.,she.run(adverb=always),adverb attachment,standard,high,golden,,generated|modifier
EAC-GC-0257,modifier,systematic_adverb,She run sometimes.,she.run(adverb=sometimes),adverb attachment,standard,high,golden,,generated|modifier
EAC-GC-0258,modifier,systematic_adverb,She run today.,she.run(adverb=today),adverb attachment,standard,high,golden,,generated|modifier
EAC-GC-0259,modifier,systematic_adverb,She run yesterday.,she.run(adverb=yesterday),adverb attachment,standard,high,golden,,generated|modifier
EAC-GC-0260,modifier,systematic_adverb,She run outside.,she.run(adverb=outside),adverb attachment,standard,high,golden,,generated|modifier
EAC-GC-0261,modifier,systematic_adverb,She run alone.,she.run(adverb=alone),adverb attachment,standard,high,golden,,generated|modifier
EAC-GC-0262,modifier,systematic_adverb,We run quickly.,we.run(adverb=quickly),adverb attachment,standard,high,golden,,generated|modifier
EAC-GC-0263,modifier,systematic_adverb,We run slowly.,we.run(adverb=slowly),adverb attachment,standard,high,golden,,generated|modifier
EAC-GC-0264,modifier,systematic_adverb,We run carefully.,we.run(adverb=carefully),adverb attachment,standard,high,golden,,generated|modifier
EAC-GC-0265,modifier,systematic_adverb,We run often.,we.run(adverb=often),adverb attachment,standard,high,golden,,generated|modifier
EAC-GC-0266,modifier,systematic_adverb,We run always.,we.run(adverb=always),adverb attachment,standard,high,golden,,generated|modifier
EAC-GC-0267,modifier,systematic_adverb,We run sometimes.,we.run(adverb=sometimes),adverb attachment,standard,high,golden,,generated|modifier
EAC-GC-0268,modifier,systematic_adverb,We run today.,we.run(adverb=today),adverb attachment,standard,high,golden,,generated|modifier
EAC-GC-0269,modifier,systematic_adverb,We run yesterday.,we.run(adverb=yesterday),adverb attachment,standard,high,golden,,generated|modifier
EAC-GC-0270,modifier,systematic_adverb,We run outside.,we.run(adverb=outside),adverb attachment,standard,high,golden,,generated|modifier
EAC-GC-0271,modifier,systematic_adverb,We run alone.,we.run(adverb=alone),adverb attachment,standard,high,golden,,generated|modifier
EAC-GC-0272,modifier,systematic_adverb,They run quickly.,they.run(adverb=quickly),adverb attachment,standard,high,golden,,generated|modifier
EAC-GC-0273,modifier,systematic_adverb,They run slowly.,they.run(adverb=slowly),adverb attachment,standard,high,golden,,generated|modifier
EAC-GC-0274,modifier,systematic_adverb,They run carefully.,they.run(adverb=carefully),adverb attachment,standard,high,golden,,generated|modifier
EAC-GC-0275,modifier,systematic_adverb,They run often.,they.run(adverb=often),adverb attachment,standard,high,golden,,generated|modifier
EAC-GC-0276,modifier,systematic_adverb,They run always.,they.run(adverb=always),adverb attachment,standard,high,golden,,generated|modifier
EAC-GC-0277,modifier,systematic_adverb,They run sometimes.,they.run(adverb=sometimes),adverb attachment,standard,high,golden,,generated|modifier
EAC-GC-0278,modifier,systematic_adverb,They run today.,they.run(adverb=today),adverb attachment,standard,high,golden,,generated|modifier
EAC-GC-0279,modifier,systematic_adverb,They run yesterday.,they.run(adverb=yesterday),adverb attachment,standard,high,golden,,generated|modifier
EAC-GC-0280,modifier,systematic_adverb,They run outside.,they.run(adverb=outside),adverb attachment,standard,high,golden,,generated|modifier
EAC-GC-0281,modifier,systematic_adverb,They run alone.,they.run(adverb=alone),adverb attachment,standard,high,golden,,generated|modifier
EAC-GC-0282,preposition,to,I go to Tokyo.,I.go(to=Tokyo),preposition as named argument,standard,high,golden,,generated|preposition
EAC-GC-0283,preposition,to,I travel to Japan.,I.travel(to=Japan),preposition as named argument,standard,high,golden,,generated|preposition
EAC-GC-0284,preposition,from,I come from Osaka.,I.come(from=Osaka),preposition as named argument,standard,high,golden,,generated|preposition
EAC-GC-0285,preposition,in,I live in Japan.,I.live(in=Japan),preposition as named argument,standard,high,golden,,generated|preposition
EAC-GC-0286,preposition,with,I study with Ken.,I.study(with=Ken),preposition as named argument,standard,high,golden,,generated|preposition
EAC-GC-0287,preposition,at,I wait at the station.,I.wait(at=station),preposition as named argument,standard,high,golden,,generated|preposition
EAC-GC-0288,preposition,on,I sit on the chair.,I.sit(on=chair),preposition as named argument,standard,high,golden,,generated|preposition
EAC-GC-0289,preposition,for,I work for Acme.,I.work(for=Acme),preposition as named argument,standard,high,golden,,generated|preposition
EAC-GC-0290,preposition,through,I walk through the park.,I.walk(through=park),preposition as named argument,standard,high,golden,,generated|preposition
EAC-GC-0291,preposition,about,I talk about music.,I.talk(about=music),preposition as named argument,standard,high,golden,,generated|preposition
EAC-GC-0292,preposition,to,You go to Tokyo.,you.go(to=Tokyo),preposition as named argument,standard,high,golden,,generated|preposition
EAC-GC-0293,preposition,to,You travel to Japan.,you.travel(to=Japan),preposition as named argument,standard,high,golden,,generated|preposition
EAC-GC-0294,preposition,from,You come from Osaka.,you.come(from=Osaka),preposition as named argument,standard,high,golden,,generated|preposition
EAC-GC-0295,preposition,in,You live in Japan.,you.live(in=Japan),preposition as named argument,standard,high,golden,,generated|preposition
EAC-GC-0296,preposition,with,You study with Ken.,you.study(with=Ken),preposition as named argument,standard,high,golden,,generated|preposition
EAC-GC-0297,preposition,at,You wait at the station.,you.wait(at=station),preposition as named argument,standard,high,golden,,generated|preposition
EAC-GC-0298,preposition,on,You sit on the chair.,you.sit(on=chair),preposition as named argument,standard,high,golden,,generated|preposition
EAC-GC-0299,preposition,for,You work for Acme.,you.work(for=Acme),preposition as named argument,standard,high,golden,,generated|preposition
EAC-GC-0300,preposition,through,You walk through the park.,you.walk(through=park),preposition as named argument,standard,high,golden,,generated|preposition
EAC-GC-0301,preposition,about,You talk about music.,you.talk(about=music),preposition as named argument,standard,high,golden,,generated|preposition
EAC-GC-0302,preposition,to,He go to Tokyo.,he.go(to=Tokyo),preposition as named argument,standard,high,golden,,generated|preposition
EAC-GC-0303,preposition,to,He travel to Japan.,he.travel(to=Japan),preposition as named argument,standard,high,golden,,generated|preposition
EAC-GC-0304,preposition,from,He come from Osaka.,he.come(from=Osaka),preposition as named argument,standard,high,golden,,generated|preposition
EAC-GC-0305,preposition,in,He live in Japan.,he.live(in=Japan),preposition as named argument,standard,high,golden,,generated|preposition
EAC-GC-0306,preposition,with,He study with Ken.,he.study(with=Ken),preposition as named argument,standard,high,golden,,generated|preposition
EAC-GC-0307,preposition,at,He wait at the station.,he.wait(at=station),preposition as named argument,standard,high,golden,,generated|preposition
EAC-GC-0308,preposition,on,He sit on the chair.,he.sit(on=chair),preposition as named argument,standard,high,golden,,generated|preposition
EAC-GC-0309,preposition,for,He work for Acme.,he.work(for=Acme),preposition as named argument,standard,high,golden,,generated|preposition
EAC-GC-0310,preposition,through,He walk through the park.,he.walk(through=park),preposition as named argument,standard,high,golden,,generated|preposition
EAC-GC-0311,preposition,about,He talk about music.,he.talk(about=music),preposition as named argument,standard,high,golden,,generated|preposition
EAC-GC-0312,preposition,to,She go to Tokyo.,she.go(to=Tokyo),preposition as named argument,standard,high,golden,,generated|preposition
EAC-GC-0313,preposition,to,She travel to Japan.,she.travel(to=Japan),preposition as named argument,standard,high,golden,,generated|preposition
EAC-GC-0314,preposition,from,She come from Osaka.,she.come(from=Osaka),preposition as named argument,standard,high,golden,,generated|preposition
EAC-GC-0315,preposition,in,She live in Japan.,she.live(in=Japan),preposition as named argument,standard,high,golden,,generated|preposition
EAC-GC-0316,preposition,with,She study with Ken.,she.study(with=Ken),preposition as named argument,standard,high,golden,,generated|preposition
EAC-GC-0317,preposition,at,She wait at the station.,she.wait(at=station),preposition as named argument,standard,high,golden,,generated|preposition
EAC-GC-0318,preposition,on,She sit on the chair.,she.sit(on=chair),preposition as named argument,standard,high,golden,,generated|preposition
EAC-GC-0319,preposition,for,She work for Acme.,she.work(for=Acme),preposition as named argument,standard,high,golden,,generated|preposition
EAC-GC-0320,preposition,through,She walk through the park.,she.walk(through=park),preposition as named argument,standard,high,golden,,generated|preposition
EAC-GC-0321,preposition,about,She talk about music.,she.talk(about=music),preposition as named argument,standard,high,golden,,generated|preposition
EAC-GC-0322,preposition,to,We go to Tokyo.,we.go(to=Tokyo),preposition as named argument,standard,high,golden,,generated|preposition
EAC-GC-0323,preposition,to,We travel to Japan.,we.travel(to=Japan),preposition as named argument,standard,high,golden,,generated|preposition
EAC-GC-0324,preposition,from,We come from Osaka.,we.come(from=Osaka),preposition as named argument,standard,high,golden,,generated|preposition
EAC-GC-0325,preposition,in,We live in Japan.,we.live(in=Japan),preposition as named argument,standard,high,golden,,generated|preposition
EAC-GC-0326,preposition,with,We study with Ken.,we.study(with=Ken),preposition as named argument,standard,high,golden,,generated|preposition
EAC-GC-0327,preposition,at,We wait at the station.,we.wait(at=station),preposition as named argument,standard,high,golden,,generated|preposition
EAC-GC-0328,preposition,on,We sit on the chair.,we.sit(on=chair),preposition as named argument,standard,high,golden,,generated|preposition
EAC-GC-0329,preposition,for,We work for Acme.,we.work(for=Acme),preposition as named argument,standard,high,golden,,generated|preposition
EAC-GC-0330,preposition,through,We walk through the park.,we.walk(through=park),preposition as named argument,standard,high,golden,,generated|preposition
EAC-GC-0331,preposition,about,We talk about music.,we.talk(about=music),preposition as named argument,standard,high,golden,,generated|preposition
EAC-GC-0332,preposition,to,They go to Tokyo.,they.go(to=Tokyo),preposition as named argument,standard,high,golden,,generated|preposition
EAC-GC-0333,preposition,to,They travel to Japan.,they.travel(to=Japan),preposition as named argument,standard,high,golden,,generated|preposition
EAC-GC-0334,preposition,from,They come from Osaka.,they.come(from=Osaka),preposition as named argument,standard,high,golden,,generated|preposition
EAC-GC-0335,preposition,in,They live in Japan.,they.live(in=Japan),preposition as named argument,standard,high,golden,,generated|preposition
EAC-GC-0336,preposition,with,They study with Ken.,they.study(with=Ken),preposition as named argument,standard,high,golden,,generated|preposition
EAC-GC-0337,preposition,at,They wait at the station.,they.wait(at=station),preposition as named argument,standard,high,golden,,generated|preposition
EAC-GC-0338,preposition,on,They sit on the chair.,they.sit(on=chair),preposition as named argument,standard,high,golden,,generated|preposition
EAC-GC-0339,preposition,for,They work for Acme.,they.work(for=Acme),preposition as named argument,standard,high,golden,,generated|preposition
EAC-GC-0340,preposition,through,They walk through the park.,they.walk(through=park),preposition as named argument,standard,high,golden,,generated|preposition
EAC-GC-0341,preposition,about,They talk about music.,they.talk(about=music),preposition as named argument,standard,high,golden,,generated|preposition
EAC-GC-0342,modal,must,I must swim.,must(I.swim()),modal wrapper,standard,high,golden,,generated|modal
EAC-GC-0343,modal,may,I may swim.,may(I.swim()),modal wrapper,standard,high,golden,,generated|modal
EAC-GC-0344,modal,should,I should swim.,should(I.swim()),modal wrapper,standard,high,golden,,generated|modal
EAC-GC-0345,modal,will,I will swim.,will(I.swim()),modal wrapper,standard,high,golden,,generated|modal
EAC-GC-0346,modal,might,I might swim.,might(I.swim()),modal wrapper,standard,high,golden,,generated|modal
EAC-GC-0347,modal,could,I could swim.,could(I.swim()),modal wrapper,standard,high,golden,,generated|modal
EAC-GC-0348,modal,can,You can swim.,can(you.swim()),modal wrapper,standard,high,golden,,generated|modal
EAC-GC-0349,modal,must,You must swim.,must(you.swim()),modal wrapper,standard,high,golden,,generated|modal
EAC-GC-0350,modal,may,You may swim.,may(you.swim()),modal wrapper,standard,high,golden,,generated|modal
EAC-GC-0351,modal,should,You should swim.,should(you.swim()),modal wrapper,standard,high,golden,,generated|modal
EAC-GC-0352,modal,will,You will swim.,will(you.swim()),modal wrapper,standard,high,golden,,generated|modal
EAC-GC-0353,modal,might,You might swim.,might(you.swim()),modal wrapper,standard,high,golden,,generated|modal
EAC-GC-0354,modal,could,You could swim.,could(you.swim()),modal wrapper,standard,high,golden,,generated|modal
EAC-GC-0355,modal,can,He can swim.,can(he.swim()),modal wrapper,standard,high,golden,,generated|modal
EAC-GC-0356,modal,must,He must swim.,must(he.swim()),modal wrapper,standard,high,golden,,generated|modal
EAC-GC-0357,modal,may,He may swim.,may(he.swim()),modal wrapper,standard,high,golden,,generated|modal
EAC-GC-0358,modal,should,He should swim.,should(he.swim()),modal wrapper,standard,high,golden,,generated|modal
EAC-GC-0359,modal,will,He will swim.,will(he.swim()),modal wrapper,standard,high,golden,,generated|modal
EAC-GC-0360,modal,might,He might swim.,might(he.swim()),modal wrapper,standard,high,golden,,generated|modal
EAC-GC-0361,modal,could,He could swim.,could(he.swim()),modal wrapper,standard,high,golden,,generated|modal
EAC-GC-0362,modal,can,She can swim.,can(she.swim()),modal wrapper,standard,high,golden,,generated|modal
EAC-GC-0363,modal,must,She must swim.,must(she.swim()),modal wrapper,standard,high,golden,,generated|modal
EAC-GC-0364,modal,may,She may swim.,may(she.swim()),modal wrapper,standard,high,golden,,generated|modal
EAC-GC-0365,modal,should,She should swim.,should(she.swim()),modal wrapper,standard,high,golden,,generated|modal
EAC-GC-0366,modal,will,She will swim.,will(she.swim()),modal wrapper,standard,high,golden,,generated|modal
EAC-GC-0367,modal,might,She might swim.,might(she.swim()),modal wrapper,standard,high,golden,,generated|modal
EAC-GC-0368,modal,could,She could swim.,could(she.swim()),modal wrapper,standard,high,golden,,generated|modal
EAC-GC-0369,modal,can,We can swim.,can(we.swim()),modal wrapper,standard,high,golden,,generated|modal
EAC-GC-0370,modal,must,We must swim.,must(we.swim()),modal wrapper,standard,high,golden,,generated|modal
EAC-GC-0371,modal,may,We may swim.,may(we.swim()),modal wrapper,standard,high,golden,,generated|modal
EAC-GC-0372,modal,should,We should swim.,should(we.swim()),modal wrapper,standard,high,golden,,generated|modal
EAC-GC-0373,modal,will,We will swim.,will(we.swim()),modal wrapper,standard,high,golden,,generated|modal
EAC-GC-0374,modal,might,We might swim.,might(we.swim()),modal wrapper,standard,high,golden,,generated|modal
EAC-GC-0375,modal,could,We could swim.,could(we.swim()),modal wrapper,standard,high,golden,,generated|modal
EAC-GC-0376,modal,can,They can swim.,can(they.swim()),modal wrapper,standard,high,golden,,generated|modal
EAC-GC-0377,modal,must,They must swim.,must(they.swim()),modal wrapper,standard,high,golden,,generated|modal
EAC-GC-0378,modal,may,They may swim.,may(they.swim()),modal wrapper,standard,high,golden,,generated|modal
EAC-GC-0379,modal,should,They should swim.,should(they.swim()),modal wrapper,standard,high,golden,,generated|modal
EAC-GC-0380,modal,will,They will swim.,will(they.swim()),modal wrapper,standard,high,golden,,generated|modal
EAC-GC-0381,modal,might,They might swim.,might(they.swim()),modal wrapper,standard,high,golden,,generated|modal
EAC-GC-0382,modal,could,They could swim.,could(they.swim()),modal wrapper,standard,high,golden,,generated|modal
EAC-GC-0383,question,what,What do you want?,you.want(?),wh object,standard,high,golden,,generated|question
EAC-GC-0384,question,where,Where does you live?,you.live(where=?),wh location,standard,high,golden,,generated|question
EAC-GC-0385,question,yes_no,Do he like coffee?,he.like(coffee)?,yes/no question,standard,high,golden,,generated|question
EAC-GC-0386,question,what,What do he want?,he.want(?),wh object,standard,high,golden,,generated|question
EAC-GC-0387,question,where,Where does he live?,he.live(where=?),wh location,standard,high,golden,,generated|question
EAC-GC-0388,question,yes_no,Do she like coffee?,she.like(coffee)?,yes/no question,standard,high,golden,,generated|question
EAC-GC-0389,question,what,What do she want?,she.want(?),wh object,standard,high,golden,,generated|question
EAC-GC-0390,question,where,Where does she live?,she.live(where=?),wh location,standard,high,golden,,generated|question
EAC-GC-0391,question,yes_no,Do Ken like coffee?,Ken.like(coffee)?,yes/no question,standard,high,golden,,generated|question
EAC-GC-0392,question,what,What do Ken want?,Ken.want(?),wh object,standard,high,golden,,generated|question
EAC-GC-0393,negation,do_not,You don't like coffee.,!you.like(coffee),negation,standard,high,golden,,generated|negation
EAC-GC-0394,negation,cannot,You can't swim.,!can(you.swim()),modal negation,standard,high,golden,,generated|negation
EAC-GC-0395,negation,do_not,He don't like coffee.,!he.like(coffee),negation,standard,high,golden,,generated|negation
EAC-GC-0396,negation,cannot,He can't swim.,!can(he.swim()),modal negation,standard,high,golden,,generated|negation
EAC-GC-0397,negation,do_not,She don't like coffee.,!she.like(coffee),negation,standard,high,golden,,generated|negation
EAC-GC-0398,negation,cannot,She can't swim.,!can(she.swim()),modal negation,standard,high,golden,,generated|negation
EAC-GC-0399,negation,do_not,We don't like coffee.,!we.like(coffee),negation,standard,high,golden,,generated|negation
EAC-GC-0400,negation,cannot,We can't swim.,!can(we.swim()),modal negation,standard,high,golden,,generated|negation
EAC-GC-0401,negation,do_not,They don't like coffee.,!they.like(coffee),negation,standard,high,golden,,generated|negation
EAC-GC-0402,negation,cannot,They can't swim.,!can(they.swim()),modal negation,standard,high,golden,,generated|negation
EAC-GC-0403,modifier,adjective,I see a red car.,I.see(car(adjective=red)),adjective attachment,standard,high,golden,,generated|adjective
EAC-GC-0404,modifier,adjective,I see a small dog.,I.see(dog(adjective=small)),adjective attachment,standard,high,golden,,generated|adjective
EAC-GC-0405,modifier,adjective,I see a beautiful old house.,"I.see(house(adjective=[beautiful, old]))",adjective attachment,standard,high,golden,,generated|adjective
EAC-GC-0406,modifier,adjective,I see a new black phone.,"I.see(phone(adjective=[new, black]))",adjective attachment,standard,high,golden,,generated|adjective
EAC-GC-0407,modifier,adjective,I see a hot coffee.,I.see(coffee(adjective=hot)),adjective attachment,standard,high,golden,,generated|adjective
EAC-GC-0408,modifier,adjective,You see a red car.,you.see(car(adjective=red)),adjective attachment,standard,high,golden,,generated|adjective
EAC-GC-0409,modifier,adjective,You see a small dog.,you.see(dog(adjective=small)),adjective attachment,standard,high,golden,,generated|adjective
EAC-GC-0410,modifier,adjective,You see a beautiful old house.,"you.see(house(adjective=[beautiful, old]))",adjective attachment,standard,high,golden,,generated|adjective
EAC-GC-0411,modifier,adjective,You see a new black phone.,"you.see(phone(adjective=[new, black]))",adjective attachment,standard,high,golden,,generated|adjective
EAC-GC-0412,modifier,adjective,You see a hot coffee.,you.see(coffee(adjective=hot)),adjective attachment,standard,high,golden,,generated|adjective
EAC-GC-0413,modifier,adjective,He see a red car.,he.see(car(adjective=red)),adjective attachment,standard,high,golden,,generated|adjective
EAC-GC-0414,modifier,adjective,He see a small dog.,he.see(dog(adjective=small)),adjective attachment,standard,high,golden,,generated|adjective
EAC-GC-0415,modifier,adjective,He see a beautiful old house.,"he.see(house(adjective=[beautiful, old]))",adjective attachment,standard,high,golden,,generated|adjective
EAC-GC-0416,modifier,adjective,He see a new black phone.,"he.see(phone(adjective=[new, black]))",adjective attachment,standard,high,golden,,generated|adjective
EAC-GC-0417,modifier,adjective,He see a hot coffee.,he.see(coffee(adjective=hot)),adjective attachment,standard,high,golden,,generated|adjective
EAC-GC-0418,modifier,adjective,She see a red car.,she.see(car(adjective=red)),adjective attachment,standard,high,golden,,generated|adjective
EAC-GC-0419,modifier,adjective,She see a small dog.,she.see(dog(adjective=small)),adjective attachment,standard,high,golden,,generated|adjective
EAC-GC-0420,modifier,adjective,She see a beautiful old house.,"she.see(house(adjective=[beautiful, old]))",adjective attachment,standard,high,golden,,generated|adjective
EAC-GC-0421,modifier,adjective,She see a new black phone.,"she.see(phone(adjective=[new, black]))",adjective attachment,standard,high,golden,,generated|adjective
EAC-GC-0422,modifier,adjective,She see a hot coffee.,she.see(coffee(adjective=hot)),adjective attachment,standard,high,golden,,generated|adjective
EAC-GC-0423,modifier,adjective,We see a red car.,we.see(car(adjective=red)),adjective attachment,standard,high,golden,,generated|adjective
EAC-GC-0424,modifier,adjective,We see a small dog.,we.see(dog(adjective=small)),adjective attachment,standard,high,golden,,generated|adjective
EAC-GC-0425,modifier,adjective,We see a beautiful old house.,"we.see(house(adjective=[beautiful, old]))",adjective attachment,standard,high,golden,,generated|adjective
EAC-GC-0426,modifier,adjective,We see a new black phone.,"we.see(phone(adjective=[new, black]))",adjective attachment,standard,high,golden,,generated|adjective
EAC-GC-0427,modifier,adjective,We see a hot coffee.,we.see(coffee(adjective=hot)),adjective attachment,standard,high,golden,,generated|adjective
EAC-GC-0428,modifier,adjective,They see a red car.,they.see(car(adjective=red)),adjective attachment,standard,high,golden,,generated|adjective
EAC-GC-0429,modifier,adjective,They see a small dog.,they.see(dog(adjective=small)),adjective attachment,standard,high,golden,,generated|adjective
EAC-GC-0430,modifier,adjective,They see a beautiful old house.,"they.see(house(adjective=[beautiful, old]))",adjective attachment,standard,high,golden,,generated|adjective
EAC-GC-0431,modifier,adjective,They see a new black phone.,"they.see(phone(adjective=[new, black]))",adjective attachment,standard,high,golden,,generated|adjective
EAC-GC-0432,modifier,adjective,They see a hot coffee.,they.see(coffee(adjective=hot)),adjective attachment,standard,high,golden,,generated|adjective
EAC-GC-0433,possession,simple,I like your phone.,I.like(your.phone),possession,standard,high,golden,,generated|possession
EAC-GC-0434,possession,simple,I like his book.,I.like(his.book),possession,standard,high,golden,,generated|possession
EAC-GC-0435,possession,simple,I like her bag.,I.like(her.bag),possession,standard,high,golden,,generated|possession
EAC-GC-0436,possession,simple,I like our house.,I.like(our.house),possession,standard,high,golden,,generated|possession
EAC-GC-0437,possession,simple,I like their dog.,I.like(their.dog),possession,standard,high,golden,,generated|possession
EAC-GC-0438,possession,simple,I like Ken's car.,I.like(Ken.car),possession,standard,high,golden,,generated|possession
EAC-GC-0439,possession,simple,I like Maria's phone.,I.like(Maria.phone),possession,standard,high,golden,,generated|possession
EAC-GC-0440,complement,infinitive,I want to study English.,I.want(I.study(English)),nested action,standard,high,golden,,curated|nested
EAC-GC-0441,complement,infinitive,She wants to visit Japan.,she.wants(she.visit(Japan)),nested action,standard,high,golden,,curated|nested
EAC-GC-0442,complement,infinitive,We decided to go home.,we.decided(we.go(home)),nested action,standard,high,golden,,curated|nested
EAC-GC-0443,complement,infinitive,They hope to win.,they.hope(they.win()),nested action,standard,high,golden,,curated|nested
EAC-GC-0444,complement,gerund,I enjoy reading books.,I.enjoy(I.read(books)),nested action,standard,high,golden,,curated|nested
EAC-GC-0445,complement,gerund,She likes cooking dinner.,she.likes(she.cook(dinner)),nested action,standard,high,golden,,curated|nested
EAC-GC-0446,complement,gerund,He stopped smoking.,he.stopped(he.smoke()),nested action,standard,high,golden,,curated|nested
EAC-GC-0447,complement,gerund,We finished cleaning the room.,we.finished(we.clean(room)),nested action,standard,high,golden,,curated|nested
EAC-GC-0448,clause,if,"If I have time, I will call you.",if (I.have(time)) { will(I.call(you)) },clause relation,standard,high,golden,,curated|clause
EAC-GC-0449,clause,if,"If she is tired, she will sleep.",if (she = tired) { will(she.sleep()) },clause relation,standard,high,golden,,curated|clause
EAC-GC-0450,clause,because,I stayed inside because it was cold.,I.stayed(inside) because(it = cold),clause relation,standard,high,golden,,curated|clause
EAC-GC-0451,clause,because,She smiled because she was happy.,she.smiled() because(she = happy),clause relation,standard,high,golden,,curated|clause
EAC-GC-0452,clause,but,"I like coffee, but I don't like tea.",I.like(coffee) but !I.like(tea),clause relation,standard,high,golden,,curated|clause
EAC-GC-0453,clause,and,Ken studied and Maria cooked.,Ken.studied() and Maria.cooked(),clause relation,standard,high,golden,,curated|clause
EAC-GC-0454,clause,when,"When I arrive, I will call you.",when(I.arrive()) { will(I.call(you)) },clause relation,standard,high,golden,,curated|clause
EAC-GC-0455,clause,before,"Before I sleep, I read a book.",before(I.sleep()) { I.read(book) },clause relation,standard,high,golden,,curated|clause
EAC-GC-0456,clause,after,"After she ate dinner, she went home.",after(she.ate(dinner)) { she.went(home) },clause relation,standard,high,golden,,curated|clause
EAC-GC-0457,informal,gonna,I'm gonna study tonight.,going_to(I.study(adverb=tonight)),informal/spoken form,informal,high,golden,going to,curated|informal
EAC-GC-0458,informal,gonna,We're gonna leave now.,going_to(we.leave(adverb=now)),informal/spoken form,informal,high,golden,going to,curated|informal
EAC-GC-0459,informal,wanna,I wanna go home.,I.want(I.go(home)),informal/spoken form,informal,high,golden,want to,curated|informal
EAC-GC-0460,informal,wanna,Do you wanna come?,you.want(you.come())?,informal/spoken form,informal,high,golden,want to,curated|informal
EAC-GC-0461,informal,gotta,I gotta study.,have_to(I.study()),informal/spoken form,informal,high,golden,got to/have to,curated|informal
EAC-GC-0462,informal,gotta,You gotta see this.,have_to(you.see(this)),informal/spoken form,informal,high,golden,got to/have to,curated|informal
EAC-GC-0463,informal,lemme,Lemme see.,let(me.see()),informal/spoken form,informal,high,golden,let me,curated|informal
EAC-GC-0464,informal,gimme,Gimme a minute.,"give(me, minute)",informal/spoken form,informal,high,golden,give me,curated|informal
EAC-GC-0465,informal,dunno,I dunno the answer.,!I.know(answer),informal/spoken form,informal,high,golden,don't know,curated|informal
EAC-GC-0466,informal,yall,Y'all are ready.,y'all = ready,informal/spoken form,informal,high,golden,you all,curated|informal
EAC-GC-0467,informal,aint,Ain't nobody here.,!(nobody = here),informal/spoken form,informal,high,golden,nonstandard negative construction,curated|informal
EAC-GC-0468,informal,kinda,Kinda weird.,kinda(weird),informal/spoken form,informal,high,golden,kind of,curated|informal
EAC-GC-0469,informal,sorta,Sorta funny.,sorta(funny),informal/spoken form,informal,high,golden,sort of,curated|informal
EAC-GC-0470,internet,ngl,"Ngl, I like it.",ngl(I.like(it)),internet/discourse expression,internet_casual,high,golden,not gonna lie,curated|internet
EAC-GC-0471,internet,tbh,"Tbh, I don't care.",tbh(!I.care()),internet/discourse expression,internet_casual,high,golden,to be honest,curated|internet
EAC-GC-0472,internet,idk,Idk where he is.,!I.know(he = where=?),internet/discourse expression,internet_casual,high,golden,I don't know,curated|internet
EAC-GC-0473,internet,imo,"IMO, this is better.",imo(this = better),internet/discourse expression,internet_casual,high,golden,in my opinion,curated|internet
EAC-GC-0474,internet,imho,"IMHO, this works.",imho(this.works()),internet/discourse expression,internet_casual,high,golden,in my humble opinion,curated|internet
EAC-GC-0475,internet,fr,"Fr, that was wild.",fr(that = wild),internet/discourse expression,internet_casual,high,golden,for real,curated|internet
